time,temperature_2m_max (°F),temperature_2m_min (°F)
2023-04-03,83.7,46.5
2023-04-04,81.0,45.1
2023-04-05,68.6,31.9
2023-04-06,78.8,37.5
2023-04-07,83.9,44.6
2023-04-08,83.9,47.8
2023-04-09,86.4,48.5
2023-04-10,95.7,51.9
2023-04-11,96.8,60.9
2023-04-12,94.2,59.5
2023-04-13,91.2,63.7
2023-04-14,82.0,54.2
2023-04-15,83.4,48.8
2023-04-16,89.2,51.1
2023-04-17,89.4,52.9
2023-04-18,88.0,55.4
2023-04-19,84.8,51.0
2023-04-20,81.2,47.9
2023-04-21,87.5,47.8
2023-04-22,88.0,52.5
2023-04-23,91.6,57.5
2023-04-24,89.9,57.8
2023-04-25,88.5,61.4
2023-04-26,87.2,55.9
2023-04-27,89.3,52.4
2023-04-28,93.0,55.3
2023-04-29,97.2,57.8
2023-04-30,100.1,59.7
2023-05-01,97.8,64.0
2023-05-02,88.4,61.5
2023-05-03,87.9,58.7
2023-05-04,85.5,57.6
2023-05-05,82.8,51.8
2023-05-06,86.1,51.2
2023-05-07,87.9,53.6
2023-05-08,91.7,54.8
2023-05-09,92.6,57.3
2023-05-10,90.9,59.5
2023-05-11,84.6,49.9
2023-05-12,89.9,55.0
2023-05-13,94.0,59.8
2023-05-14,93.7,72.3
2023-05-15,95.5,69.7
2023-05-16,97.2,73.6
2023-05-17,93.1,71.9
2023-05-18,91.1,70.4
2023-05-19,90.0,63.6
2023-05-20,94.7,63.8
2023-05-21,94.6,64.5
2023-05-22,97.2,63.1
2023-05-23,97.0,63.0
2023-05-24,96.0,63.9
2023-05-25,96.0,64.2
2023-05-26,95.6,62.1
2023-05-27,96.5,62.6
2023-05-28,96.9,63.0
2023-05-29,97.0,66.0
2023-05-30,95.4,67.7
2023-05-31,93.9,61.9
2023-06-01,88.3,58.3
2023-06-02,89.9,63.7
2023-06-03,95.6,61.0
2023-06-04,99.6,66.3
2023-06-05,101.7,66.6
2023-06-06,99.4,69.1
2023-06-07,96.0,64.1
2023-06-08,94.4,64.1
2023-06-09,93.6,63.5
2023-06-10,98.3,61.9
2023-06-11,96.8,72.1
2023-06-12,92.5,60.5
2023-06-13,91.3,61.6
2023-06-14,98.5,62.5
2023-06-15,98.4,65.3
2023-06-16,99.9,67.3
2023-06-17,100.8,65.0
2023-06-18,102.6,70.2
2023-06-19,102.8,73.9
2023-06-20,101.9,76.9
2023-06-21,102.6,68.3
2023-06-22,102.6,69.6
2023-06-23,101.0,70.3
2023-06-24,104.4,63.4
2023-06-25,108.9,69.5
2023-06-26,110.7,73.4
2023-06-27,108.2,74.8
2023-06-28,106.3,77.3
2023-06-29,104.7,76.6
2023-06-30,103.7,70.1
2023-07-01,105.9,69.3
2023-07-02,107.9,72.9
2023-07-03,108.3,79.1
2023-07-04,107.7,79.0
2023-07-05,105.7,77.3
2023-07-06,110.0,74.4
2023-07-07,108.5,80.7
2023-07-08,108.3,79.3
2023-07-09,106.8,83.0
2023-07-10,105.1,81.3
2023-07-11,104.1,81.3
2023-07-12,104.1,82.1
2023-07-13,106.3,86.1
2023-07-14,107.2,85.1
2023-07-15,108.9,84.8
2023-07-16,108.9,81.6
2023-07-17,110.4,84.5
2023-07-18,110.9,79.1
2023-07-19,112.2,81.6
2023-07-20,110.5,75.8
2023-07-21,109.5,85.3
2023-07-22,109.9,80.9
2023-07-23,109.5,80.7
2023-07-24,108.0,74.1
2023-07-25,111.3,76.1
2023-07-26,110.0,78.8
2023-07-27,108.6,77.9
2023-07-28,107.9,83.4
2023-07-29,107.5,78.9
2023-07-30,107.3,79.1
2023-07-31,105.6,77.4
2023-08-01,103.8,72.5
2023-08-02,102.9,80.3
2023-08-03,104.5,79.7
2023-08-04,107.7,75.8
2023-08-05,110.0,76.2
2023-08-06,109.1,82.1
2023-08-07,105.3,82.3
2023-08-08,102.9,82.7
2023-08-09,103.7,76.0
2023-08-10,102.9,81.1
2023-08-11,100.8,79.9
2023-08-12,97.2,74.3
2023-08-13,101.0,71.5
2023-08-14,103.0,78.8
2023-08-15,102.8,82.2
2023-08-16,107.8,84.6
2023-08-17,105.7,78.6
2023-08-18,98.0,75.2
2023-08-19,95.2,71.7
2023-08-20,94.9,74.6
2023-08-21,90.9,73.4
2023-08-22,100.4,68.0
2023-08-23,96.6,68.6
2023-08-24,99.6,75.8
2023-08-25,104.6,74.9
2023-08-26,102.7,82.2
2023-08-27,104.7,79.4
2023-08-28,108.4,78.5
2023-08-29,108.0,81.3
2023-08-30,105.5,85.2
2023-08-31,102.9,74.9
2023-09-01,101.0,73.8
2023-09-02,96.5,72.6
2023-09-03,97.1,72.9
2023-09-04,98.8,72.2
2023-09-05,101.2,68.4
2023-09-06,105.3,67.8
2023-09-07,103.5,70.6
2023-09-08,101.9,78.0
2023-09-09,107.0,75.8
2023-09-10,110.1,78.6
2023-09-11,106.5,80.4
2023-09-12,98.5,71.9
2023-09-13,91.2,74.5
2023-09-14,95.2,70.3
2023-09-15,98.5,67.2
2023-09-16,99.6,66.0
2023-09-17,101.2,68.8
2023-09-18,99.8,68.0
2023-09-19,98.0,64.6
2023-09-20,95.5,67.4
2023-09-21,97.2,69.3
2023-09-22,97.9,68.1
2023-09-23,95.7,67.4
2023-09-24,95.9,63.6
2023-09-25,100.3,63.1
2023-09-26,102.2,67.9
2023-09-27,102.8,68.0
2023-09-28,100.8,71.8
2023-09-29,99.8,70.3
2023-09-30,98.0,70.0
2023-10-01,93.8,65.6
2023-10-02,90.2,63.4
2023-10-03,86.8,56.4
2023-10-04,89.7,55.0
2023-10-05,96.3,58.0
2023-10-06,99.9,63.9
2023-10-07,98.1,80.2
2023-10-08,95.3,73.5
2023-10-09,94.5,69.6
2023-10-10,92.5,63.0
2023-10-11,94.6,65.1
2023-10-12,91.1,62.6
2023-10-13,88.5,57.8
2023-10-14,90.2,60.8
2023-10-15,97.4,59.0
2023-10-16,99.2,63.9
2023-10-17,98.0,68.1
2023-10-18,96.0,63.2
2023-10-19,99.9,58.9
2023-10-20,100.3,59.5
2023-10-21,98.2,60.9
2023-10-22,94.0,66.0
2023-10-23,91.7,66.5
2023-10-24,86.1,61.2
2023-10-25,77.1,55.2
2023-10-26,81.4,55.5
2023-10-27,85.0,56.1
2023-10-28,84.5,55.5
2023-10-29,81.8,51.7
2023-10-30,73.1,45.2
2023-10-31,74.8,51.7
2023-11-01,80.1,56.9
2023-11-02,83.1,48.8
2023-11-03,86.1,46.9
2023-11-04,88.8,46.9
2023-11-05,92.8,54.0
2023-11-06,91.5,57.1
2023-11-07,91.1,55.9
2023-11-08,85.9,50.8
2023-11-09,73.5,43.9
2023-11-10,71.6,41.5
2023-11-11,75.6,47.2
2023-11-12,80.3,53.9
2023-11-13,82.2,61.6
2023-11-14,83.0,64.1
2023-11-15,84.0,61.5
2023-11-16,81.1,62.5
2023-11-17,78.5,61.0
2023-11-18,75.9,60.9
2023-11-19,71.9,51.3
2023-11-20,68.3,43.1
2023-11-21,72.4,49.6
2023-11-22,75.7,48.1
2023-11-23,75.3,50.3
2023-11-24,73.9,51.3
2023-11-25,70.0,48.4
2023-11-26,68.3,40.0
2023-11-27,70.9,46.4
2023-11-28,76.3,51.1
2023-11-29,72.6,44.1
2023-11-30,67.3,49.5
2023-12-01,59.1,47.5
2023-12-02,61.5,38.2
2023-12-03,67.1,35.0
2023-12-04,70.9,36.5
2023-12-05,81.6,41.0
2023-12-06,82.2,56.0
2023-12-07,77.3,44.1
2023-12-08,71.6,42.0
2023-12-09,65.4,34.9
2023-12-10,72.0,42.7
2023-12-11,77.3,38.3
2023-12-12,78.6,43.3
2023-12-13,72.4,40.7
2023-12-14,65.9,34.8
2023-12-15,73.4,34.4
2023-12-16,76.9,52.6
2023-12-17,80.7,46.0
2023-12-18,80.8,46.3
2023-12-19,75.1,52.4
2023-12-20,74.5,52.6
2023-12-21,75.2,45.3
2023-12-22,72.7,49.7
2023-12-23,54.1,47.7
2023-12-24,57.6,40.9
2023-12-25,58.6,36.6
2023-12-26,59.5,34.9
2023-12-27,61.1,33.1
2023-12-28,65.7,34.7
2023-12-29,70.5,36.9
2023-12-30,74.2,49.6
2023-12-31,70.4,37.3
2024-01-01,66.4,35.8
2024-01-02,61.4,42.5
2024-01-03,66.3,37.0
2024-01-04,63.0,40.3
2024-01-05,55.1,34.4
2024-01-06,56.2,31.8
2024-01-07,58.1,38.1
2024-01-08,44.8,31.0
2024-01-09,52.1,27.9
2024-01-10,60.6,28.8
2024-01-11,57.5,39.1
2024-01-12,56.0,26.6
2024-01-13,64.1,29.9
2024-01-14,68.0,35.3
2024-01-15,66.8,34.4
2024-01-16,67.7,34.5
2024-01-17,72.6,36.9
2024-01-18,74.2,42.1
2024-01-19,77.0,41.6
2024-01-20,74.2,45.6
2024-01-21,69.5,52.7
2024-01-22,60.3,46.1
2024-01-23,58.3,48.9
2024-01-24,56.4,43.7
2024-01-25,59.6,43.1
2024-01-26,62.7,43.9
2024-01-27,71.0,39.0
2024-01-28,77.6,52.4
2024-01-29,78.6,49.4
2024-01-30,78.8,47.3
2024-01-31,76.3,48.7
2024-02-01,75.3,51.4
2024-02-02,74.2,48.4
2024-02-03,58.5,40.3
2024-02-04,67.1,38.7
2024-02-05,74.4,46.9
2024-02-06,72.1,54.1
2024-02-07,62.4,44.3
2024-02-08,60.3,39.9
2024-02-09,56.0,38.0
2024-02-10,52.6,39.7
2024-02-11,54.2,35.4
2024-02-12,65.5,32.4
2024-02-13,71.1,37.8
2024-02-14,68.7,37.5
2024-02-15,71.3,37.6
2024-02-16,69.9,38.9
2024-02-17,72.2,39.3
2024-02-18,74.1,43.2
2024-02-19,75.9,44.8
2024-02-20,81.0,44.1
2024-02-21,78.6,48.7
2024-02-22,68.9,43.2
2024-02-23,73.3,43.8
2024-02-24,79.8,42.9
2024-02-25,84.5,48.8
2024-02-26,80.4,61.3
2024-02-27,73.4,61.9
2024-02-28,69.6,48.9
2024-02-29,68.7,44.2
2024-03-01,74.9,44.3
2024-03-02,76.9,44.8
2024-03-03,75.0,45.7
2024-03-04,70.6,44.1
2024-03-05,74.1,43.8
2024-03-06,71.4,48.1
2024-03-07,68.0,42.9
2024-03-08,58.7,44.3
2024-03-09,68.7,40.1
2024-03-10,74.8,46.6
2024-03-11,78.2,46.5
2024-03-12,77.0,44.5
2024-03-13,75.4,46.4
2024-03-14,71.9,45.7
2024-03-15,71.3,49.8
2024-03-16,65.9,42.5
2024-03-17,65.9,40.4
2024-03-18,76.3,41.0
2024-03-19,73.7,43.9
2024-03-20,72.9,46.0
2024-03-21,75.8,47.9
2024-03-22,81.8,46.9
2024-03-23,80.3,54.6
2024-03-24,74.4,47.0
2024-03-25,61.8,42.6
2024-03-26,64.8,45.3
2024-03-27,71.3,41.2
2024-03-28,77.7,42.9
2024-03-29,82.9,52.2
2024-03-30,81.9,55.9
2024-03-31,79.2,52.3
2024-04-01,55.5,47.6
2024-04-02,67.8,45.6
2024-04-03,77.2,45.4
2024-04-04,86.6,47.2
2024-04-05,85.2,54.3
2024-04-06,72.7,45.3
2024-04-07,73.1,37.1
2024-04-08,72.5,46.3
2024-04-09,74.4,49.1
2024-04-10,82.0,46.7
2024-04-11,91.0,47.1
2024-04-12,89.8,56.4
2024-04-13,86.2,51.2
2024-04-14,86.6,52.1
2024-04-15,84.6,49.7
2024-04-16,83.0,45.2
2024-04-17,88.4,50.3
2024-04-18,92.0,53.2
2024-04-19,93.6,55.9
2024-04-20,91.8,56.8
2024-04-21,92.9,56.5
2024-04-22,96.6,60.1
2024-04-23,94.7,60.1
2024-04-24,90.7,59.4
2024-04-25,84.1,56.1
2024-04-26,82.0,53.6
2024-04-27,79.0,53.6
2024-04-28,80.5,50.3
2024-04-29,88.8,53.2
2024-04-30,92.6,58.1
2024-05-01,91.0,59.1
2024-05-02,88.9,57.9
2024-05-03,90.6,62.1
2024-05-04,89.9,59.6
2024-05-05,90.2,60.8
2024-05-06,86.3,55.9
2024-05-07,88.3,50.8
2024-05-08,89.3,58.7
2024-05-09,87.5,56.5
2024-05-10,89.6,54.2
2024-05-11,88.4,56.2
2024-05-12,88.2,57.5
2024-05-13,92.4,59.7
2024-05-14,94.1,61.8
2024-05-15,93.3,63.2
2024-05-16,89.4,63.5
2024-05-17,94.8,64.7
2024-05-18,98.2,64.9
2024-05-19,97.3,64.7
2024-05-20,94.4,62.3
2024-05-21,93.9,63.0
2024-05-22,93.4,59.3
2024-05-23,94.5,58.7
2024-05-24,96.5,63.4
2024-05-25,95.1,66.6
2024-05-26,94.1,59.6
2024-05-27,99.4,61.5
2024-05-28,101.2,65.0
2024-05-29,100.1,65.8
2024-05-30,99.6,63.4
2024-05-31,102.3,66.0
2024-06-01,103.3,66.5
2024-06-02,101.7,68.5
2024-06-03,99.3,67.4
2024-06-04,99.8,70.6
2024-06-05,104.3,67.9
2024-06-06,106.7,72.5
2024-06-07,108.8,75.6
2024-06-08,106.9,72.5
2024-06-09,103.5,75.1
2024-06-10,102.0,70.2
2024-06-11,107.7,70.4
2024-06-12,107.7,71.3
2024-06-13,106.8,78.2
2024-06-14,103.2,74.3
2024-06-15,106.0,68.6
2024-06-16,107.6,75.6
2024-06-17,106.5,77.7
2024-06-18,103.4,74.1
2024-06-19,104.1,72.9
2024-06-20,108.1,74.9
2024-06-21,105.8,88.5
2024-06-22,102.2,77.3
2024-06-23,101.8,77.8
2024-06-24,100.1,79.9
2024-06-25,101.9,78.2
2024-06-26,103.9,82.0
2024-06-27,106.7,83.1
2024-06-28,105.9,83.0
2024-06-29,99.0,75.7
2024-06-30,102.8,79.1
2024-07-01,101.1,79.4
2024-07-02,109.7,78.9
2024-07-03,105.4,78.5
2024-07-04,105.5,81.1
2024-07-05,110.5,79.5
2024-07-06,107.9,80.4
2024-07-07,108.2,81.1
2024-07-08,111.9,79.1
2024-07-09,110.9,85.0
2024-07-10,110.0,82.1
2024-07-11,109.0,83.6
2024-07-12,108.1,74.4
2024-07-13,107.7,79.3
2024-07-14,108.6,81.9
2024-07-15,99.8,74.4
2024-07-16,101.1,78.1
2024-07-17,104.3,76.8
2024-07-18,106.5,83.9
2024-07-19,107.5,74.8
2024-07-20,105.9,79.9
2024-07-21,105.3,77.1
2024-07-22,102.4,75.4
2024-07-23,103.7,78.7
2024-07-24,104.6,80.4
2024-07-25,107.3,80.4
2024-07-26,107.2,72.0
2024-07-27,102.1,77.1
2024-07-28,99.8,76.6
2024-07-29,101.3,75.4
2024-07-30,100.9,79.5
2024-07-31,100.1,76.0
2024-08-01,100.0,74.3
2024-08-02,105.4,79.4
2024-08-03,107.6,76.8
2024-08-04,108.4,78.7
2024-08-05,104.0,81.3
2024-08-06,103.7,78.5
2024-08-07,92.0,76.5
2024-08-08,102.5,77.5
2024-08-09,101.1,74.3
2024-08-10,104.4,81.7
2024-08-11,97.2,78.3
2024-08-12,100.7,76.6
2024-08-13,101.6,77.8
2024-08-14,101.2,78.2
2024-08-15,104.6,76.9
2024-08-16,104.6,81.2
2024-08-17,105.9,80.0
2024-08-18,100.3,74.7
2024-08-19,106.0,78.5
2024-08-20,104.7,78.5
2024-08-21,105.9,79.4
2024-08-22,98.4,77.1
2024-08-23,102.3,74.9
2024-08-24,97.9,73.5
2024-08-25,101.2,75.5
2024-08-26,100.7,76.4
2024-08-27,101.1,80.4
2024-08-28,97.7,78.7
2024-08-29,101.5,72.5
2024-08-30,103.2,72.6
2024-08-31,101.6,78.7
2024-09-01,99.0,76.5
2024-09-02,98.5,77.2
2024-09-03,98.0,77.9
2024-09-04,103.8,79.1
2024-09-05,106.9,77.6
2024-09-06,106.2,86.6
2024-09-07,101.6,83.7
2024-09-08,100.5,79.4
2024-09-09,101.7,76.3
2024-09-10,104.0,71.5
2024-09-11,104.2,70.4
2024-09-12,102.7,72.5
2024-09-13,100.5,73.1
2024-09-14,97.9,76.2
2024-09-15,97.3,75.7
2024-09-16,95.4,75.2
2024-09-17,93.3,71.9
2024-09-18,92.2,67.3
2024-09-19,94.5,63.0
2024-09-20,93.5,63.6
2024-09-21,90.1,67.1
2024-09-22,90.9,58.8
2024-09-23,97.9,61.6
2024-09-24,101.1,63.2
2024-09-25,105.3,73.4
2024-09-26,105.5,72.6
2024-09-27,108.2,72.2
2024-09-28,107.6,76.4
2024-09-29,105.2,79.9
2024-09-30,104.0,72.8
2024-10-01,105.6,73.4
2024-10-02,100.9,77.0
2024-10-03,101.9,68.1
2024-10-04,104.3,68.0
2024-10-05,103.5,72.1
2024-10-06,104.6,66.0
2024-10-07,102.9,70.7
2024-10-08,101.9,70.9
2024-10-09,100.1,68.6
2024-10-10,101.5,73.7
2024-10-11,101.0,69.2
2024-10-12,101.1,65.7
2024-10-13,101.2,64.3
2024-10-14,97.0,68.3
2024-10-15,94.0,64.0
2024-10-16,94.9,63.3
2024-10-17,91.4,64.4
2024-10-18,86.4,65.2
2024-10-19,71.1,47.2
2024-10-20,78.7,44.4
2024-10-21,87.6,46.9
2024-10-22,95.0,51.7
2024-10-23,98.6,57.4
2024-10-24,94.2,57.9
2024-10-25,97.0,58.9
2024-10-26,97.6,58.7
2024-10-27,96.5,61.5
2024-10-28,92.5,61.3
2024-10-29,86.6,60.5
2024-10-30,71.1,43.8
2024-10-31,80.5,41.8
2024-11-01,82.0,46.3
2024-11-02,79.5,48.3
2024-11-03,74.6,52.1
2024-11-04,61.4,43.9
2024-11-05,70.4,39.0
2024-11-06,67.2,42.5
2024-11-07,59.4,34.1
2024-11-08,64.1,32.0
2024-11-09,72.0,36.2
2024-11-10,82.5,40.5
2024-11-11,81.0,47.4
2024-11-12,75.8,44.7
2024-11-13,78.3,35.8
2024-11-14,86.4,39.6
2024-11-15,78.9,48.1
